date,anomaly_score,is_anomaly,_true_anomaly
2020-01-12,0.15584190558552224,0,0
2020-01-13,0.1647700788971694,0,0
2020-01-14,0.3015353295333023,0,0
2020-01-15,0.2672177061036363,0,0
2020-01-16,0.20231550038478074,0,0
2020-01-17,0.24465554006419943,0,0
2020-01-18,0.22999450126050758,0,0
2020-01-19,0.24257592129137207,0,0
2020-01-20,0.4881128508685756,1,0
2020-01-21,0.37577575976422306,1,0
2020-01-22,0.43983446392864034,1,0
2020-01-23,0.4238700357486215,1,0
2020-01-24,0.23716400687557257,0,0
2020-01-25,0.37531327899195666,1,0
2020-01-26,0.3202179294817733,1,0
2020-01-27,0.41550348720996216,1,0
2020-01-28,0.5141522314184193,1,0
2020-01-29,0.4545633532196537,1,0
2020-01-30,0.5656979688574981,1,1
2020-01-31,0.6219724368937232,1,1
2020-02-01,0.6919170443314502,1,1
2020-02-02,0.8302917708964683,1,1
2020-02-03,0.43546599383308326,1,1
2020-02-04,0.4181283351939181,1,1
2020-02-05,0.4774090249016991,1,1
2020-02-06,0.4736149519259918,1,1
2020-02-07,0.384856543707412,1,1
2020-02-08,0.3049594549653025,1,1
2020-02-09,0.43146208290834775,1,1
2020-02-10,0.45080293113944814,1,1
2020-02-11,0.5143059688648721,1,1
2020-02-12,0.470329456850915,1,1
2020-02-13,0.5301621936761978,1,1
2020-02-14,0.4624581540564072,1,1
2020-02-15,0.4353806600428882,1,1
2020-02-16,0.34431591569225706,1,1
2020-02-17,0.4494390298500714,1,1
2020-02-18,0.11778950816479004,0,1
2020-02-19,0.13054470027620613,0,1
2020-02-20,0.13071353893569904,0,1
2020-02-21,0.1175850087718153,0,1
2020-02-22,0.14354115362156716,0,1
2020-02-23,0.12187003043477962,0,1
2020-02-24,0.14463147415207106,0,0
2020-02-25,0.06042978542635924,0,0
2020-02-26,0.09353591068126761,0,0
2020-02-27,0.185178780780319,0,0
2020-02-28,0.10712543571276793,0,0
2020-02-29,0.0930411135550166,0,0
2020-03-01,0.13026117640390078,0,0
2020-03-02,0.12919735125490772,0,0
2020-03-03,0.12300717825083787,0,0
2020-03-04,0.07034447077298706,0,0
2020-03-05,0.0659722018710171,0,0
2020-03-06,0.08203550009821996,0,0
2020-03-07,0.11885712397094188,0,0
2020-03-08,0.08678458981034405,0,0
2020-03-09,0.036017773224519184,0,0
2020-03-10,0.06090935859068457,0,0
2020-03-11,0.06327518882207238,0,0
2020-03-12,0.05397482898339139,0,0
2020-03-13,0.04494404149019709,0,0
2020-03-14,0.03931713226683618,0,0
2020-03-15,0.0738426154967158,0,0
2020-03-16,0.08215826952841643,0,0
2020-03-17,0.08522433549416701,0,0
2020-03-18,0.05778943676433583,0,0
2020-03-19,0.04866337375217181,0,0
2020-03-20,0.06061151242562272,0,0
2020-03-21,0.13242322003922083,0,0
2020-03-22,0.09540878508847767,0,0
2020-03-23,0.07871087862123918,0,0
2020-03-24,0.06307583120047133,0,0
2020-03-25,0.08357731795285314,0,0
2020-03-26,0.07679136283101111,0,0
2020-03-27,0.07017953263684756,0,0
2020-03-28,0.10321469601678662,0,0
2020-03-29,0.13821326075567048,0,0
2020-03-30,0.11246999501612114,0,0
2020-03-31,0.06890875713004915,0,0
2020-04-01,0.09470487606821458,0,0
2020-04-02,0.06289216862029345,0,0
2020-04-03,0.08375369661686362,0,0
2020-04-04,0.21874081854250155,0,0
2020-04-05,0.2385619284295606,0,0
2020-04-06,0.10186046788071677,0,0
2020-04-07,0.07155909365259978,0,0
2020-04-08,0.09240261989745682,0,0
2020-04-09,0.07233814698182257,0,0
2020-04-10,0.10610349134169157,0,0
2020-04-11,0.09717400913172085,0,0
2020-04-12,0.23703264310255245,0,0
2020-04-13,0.14516066081802703,0,0
2020-04-14,0.1497421237540532,0,0
2020-04-15,0.16171328687846198,0,0
2020-04-16,0.2063358638056238,0,0
2020-04-17,0.20051724091519718,0,0
2020-04-18,0.16397246095760254,0,0
2020-04-19,0.1713959173331653,0,0
2020-04-20,0.2452456274862877,0,0
2020-04-21,0.26662517817312054,0,0
2020-04-22,0.19803285866452344,0,0
2020-04-23,0.17518317446197235,0,0
2020-04-24,0.18227288226971095,0,0
2020-04-25,0.15930682043542055,0,0
2020-04-26,0.37013108354364305,1,0
2020-04-27,0.27332264810910195,0,0
2020-04-28,0.2638179419980146,0,0
2020-04-29,0.22299571995768447,0,0
2020-04-30,0.23877979397786805,0,0
2020-05-01,0.17934594874478887,0,0
2020-05-02,0.39781014759993844,1,0
2020-05-03,0.40437541897922147,1,0
2020-05-04,0.2514686389146075,0,0
2020-05-05,0.2265568516460143,0,0
2020-05-06,0.33771710731817906,1,0
2020-05-07,0.3626476911644364,1,0
2020-05-08,0.3832785639560737,1,0
2020-05-09,0.5947571507528057,1,0
2020-05-10,0.32629829614574013,1,0
2020-05-11,0.22121838064839836,0,0
2020-05-12,0.2273844348201896,0,0
2020-05-13,0.2097788242702171,0,0
2020-05-14,0.24294611373223574,0,0
2020-05-15,0.24673408288852355,0,0
2020-05-16,0.26731817213471415,0,0
2020-05-17,0.21203970454828608,0,0
2020-05-18,0.20012365557615014,0,0
2020-05-19,0.15681573117450573,0,0
2020-05-20,0.14264912441643782,0,0
2020-05-21,0.15733238094220897,0,0
2020-05-22,0.15152671769742765,0,0
2020-05-23,0.1658808480276365,0,0
2020-05-24,0.11094028892956469,0,0
2020-05-25,0.13751372965141412,0,0
2020-05-26,0.08873834922693943,0,0
2020-05-27,0.09201308319754084,0,0
2020-05-28,0.06993239978314025,0,0
2020-05-29,0.08263241597324142,0,0
2020-05-30,0.10960990660197284,0,0
2020-05-31,0.11371579219069883,0,0
2020-06-01,0.06667098128770968,0,0
2020-06-02,0.0436551745276554,0,0
2020-06-03,0.06235918182111734,0,0
2020-06-04,0.05813546412148631,0,0
2020-06-05,0.04922981292719801,0,0
2020-06-06,0.06666981449661515,0,0
2020-06-07,0.02659860103258576,0,0
2020-06-08,0.04533791654768533,0,0
2020-06-09,0.06067723382519606,0,0
2020-06-10,0.04968614434116592,0,0
2020-06-11,0.07922455250143036,0,0
2020-06-12,0.05330514545034576,0,0
2020-06-13,0.14498430779720697,0,0
2020-06-14,0.031060566557970043,0,0
2020-06-15,0.04961108123240835,0,0
2020-06-16,0.056146419031672265,0,0
2020-06-17,0.06567374395023443,0,0
2020-06-18,0.08692243600466104,0,0
2020-06-19,0.049312153726113646,0,0
2020-06-20,0.05121744662061686,0,0
2020-06-21,0.0817306324676742,0,0
2020-06-22,0.09823614729191918,0,0
2020-06-23,0.04258393267723315,0,0
2020-06-24,0.06731500915847716,0,0
2020-06-25,0.07517811820637109,0,0
2020-06-26,0.09253501237237248,0,0
2020-06-27,0.23166187314332298,0,0
2020-06-28,0.25119305026185523,0,0
2020-06-29,0.0831686599038512,0,0
2020-06-30,0.07429437705743366,0,0
2020-07-01,0.07434662758987143,0,0
2020-07-02,0.06156678473825295,0,0
2020-07-03,0.08097460633633173,0,0
2020-07-04,0.04405633847293616,0,0
2020-07-05,0.06698132607261251,0,0
2020-07-06,0.08261427910835953,0,0
2020-07-07,0.037422988966413474,0,0
2020-07-08,0.05832121889553801,0,0
2020-07-09,0.08177507684328392,0,0
2020-07-10,0.05308981360940049,0,0
2020-07-11,0.11277958212445652,0,0
2020-07-12,0.052901870704226035,0,0
2020-07-13,0.10953331047100795,0,0
2020-07-14,0.015000745779462936,0,0
2020-07-15,0.05285701057527813,0,0
2020-07-16,0.0351711666155432,0,0
2020-07-17,0.02371277008653063,0,0
2020-07-18,0.04920515952974888,0,0
2020-07-19,0.04582924175244321,0,0
2020-07-20,0.0674783493595591,0,0
2020-07-21,0.033571555780485506,0,0
2020-07-22,0.05821177992274992,0,0
2020-07-23,0.06792558532258203,0,0
2020-07-24,0.041940817681751646,0,0
2020-07-25,0.03489789984881526,0,0
2020-07-26,0.06521628747030576,0,0
2020-07-27,0.055761532210207014,0,0
2020-07-28,0.0652282034120095,0,0
2020-07-29,0.04855898412122453,0,0
2020-07-30,0.05851668587426467,0,0
2020-07-31,0.05844069147392305,0,0
2020-08-01,0.0454680353876874,0,0
2020-08-02,0.07358974691053437,0,0
2020-08-03,0.10433858937566198,0,0
2020-08-04,0.041609229069724446,0,0
2020-08-05,0.05306298321217788,0,0
2020-08-06,0.03725983045309532,0,0
2020-08-07,0.07245859825966096,0,0
2020-08-08,0.11378171255966381,0,0
2020-08-09,0.07262265863164834,0,0
2020-08-10,0.07288554642632987,0,0
2020-08-11,0.09113873639905627,0,0
2020-08-12,0.0637355687095186,0,0
2020-08-13,0.08388749942784603,0,0
2020-08-14,0.10411992186679439,0,0
2020-08-15,0.11574354607127525,0,0
2020-08-16,0.0482872237421791,0,0
2020-08-17,0.07946145847868283,0,0
2020-08-18,0.06811256276812971,0,0
2020-08-19,0.05838652232285632,0,0
2020-08-20,0.05826358147590532,0,0
2020-08-21,0.05839984412875193,0,0
2020-08-22,0.07209471183927672,0,0
2020-08-23,0.0673686524843053,0,0
2020-08-24,0.04626190331238198,0,0
2020-08-25,0.04262047671700181,0,0
2020-08-26,0.04763823020865779,0,0
2020-08-27,0.054392272918918516,0,0
2020-08-28,0.057981181379356844,0,0
2020-08-29,0.061453470244663494,0,0
2020-08-30,0.054251168871151195,0,0
2020-08-31,0.06647025706170734,0,0
2020-09-01,0.06145081793888953,0,0
2020-09-02,0.038375350311206355,0,0
2020-09-03,0.07423086621383149,0,0
2020-09-04,0.047841306029931106,0,0
2020-09-05,0.04309081327400217,0,0
2020-09-06,0.06062246106337683,0,0
2020-09-07,0.056974374058400445,0,0
2020-09-08,0.05884459798357512,0,0
2020-09-09,0.07923937922005508,0,0
2020-09-10,0.08370681585278525,0,0
2020-09-11,0.08097077274873088,0,0
2020-09-12,0.07257394400206336,0,0
2020-09-13,0.12821846115998242,0,0
2020-09-14,0.13271715313626115,0,0
2020-09-15,0.15066509832261818,0,0
2020-09-16,0.13838761446684625,0,0
2020-09-17,0.13342257773972732,0,0
2020-09-18,0.1729444211394988,0,0
2020-09-19,0.23800856427862133,0,0
2020-09-20,0.13871108165448326,0,0
2020-09-21,0.2001417686329945,0,0
2020-09-22,0.1817564493122898,0,0
2020-09-23,0.2238389993292771,0,0
2020-09-24,0.15897649636338348,0,0
2020-09-25,0.16657274983812936,0,0
2020-09-26,0.2737036402175392,0,0
2020-09-27,0.3440996567108862,1,0
2020-09-28,0.27807315191785587,0,0
2020-09-29,0.2454951011859627,0,0
2020-09-30,0.31063148077709274,1,0
2020-10-01,0.24571069611663773,0,0
2020-10-02,0.19844676070666897,0,0
2020-10-03,0.4160913953270231,1,0
2020-10-04,0.32495568115316575,1,0
2020-10-05,0.2638309667611888,0,0
2020-10-06,0.16376732431830093,0,0
2020-10-07,0.22270078217470343,0,0
2020-10-08,0.21913304072584633,0,0
2020-10-09,0.30249322182509353,0,0
2020-10-10,0.3058201405488883,1,0
2020-10-11,0.24287896227153982,0,0
2020-10-12,0.24683860313276684,0,0
2020-10-13,0.14894489559294788,0,0
2020-10-14,0.1703372977095034,0,0
2020-10-15,0.18985233978452082,0,0
2020-10-16,0.1585679685260818,0,0
2020-10-17,0.21141430128956903,0,0
2020-10-18,0.12583071470826784,0,0
2020-10-19,0.15758186186630552,0,0
2020-10-20,0.149198951417643,0,0
2020-10-21,0.16941082386786838,0,0
2020-10-22,0.16610142695126234,0,0
2020-10-23,0.16270424651536453,0,0
2020-10-24,0.19186649065072506,0,0
2020-10-25,0.1276285744769472,0,0
2020-10-26,0.08604596276177101,0,0
2020-10-27,0.060534093475115236,0,0
2020-10-28,0.05676366997111526,0,0
2020-10-29,0.05803607795142176,0,0
2020-10-30,0.02957556685337866,0,0
2020-10-31,0.04273468209274772,0,0
2020-11-01,0.04260187809802393,0,0
2020-11-02,0.048206391690747016,0,0
2020-11-03,0.029543945913091552,0,0
2020-11-04,0.05631288978353141,0,0
2020-11-05,0.04369855449288131,0,0
2020-11-06,0.058859578282992084,0,0
2020-11-07,0.07775483026883163,0,0
2020-11-08,0.02802997932163266,0,0
2020-11-09,0.05649558009952697,0,0
2020-11-10,0.04967638954420968,0,0
2020-11-11,0.05465316222404085,0,0
2020-11-12,0.06093296374509849,0,0
2020-11-13,0.04934938098962971,0,0
2020-11-14,0.05804439280674611,0,0
2020-11-15,0.06699072865415151,0,0
2020-11-16,0.04295877791017187,0,0
2020-11-17,0.04511446231009876,0,0
2020-11-18,0.05238275403670062,0,0
2020-11-19,0.03150934467997758,0,0
2020-11-20,0.03668983711078405,0,0
2020-11-21,0.027708324799329664,0,0
2020-11-22,0.03937662967643491,0,0
2020-11-23,0.023776891952019992,0,0
2020-11-24,0.044600217601213174,0,0
2020-11-25,0.021730118989370092,0,0
2020-11-26,0.024163872203493607,0,0
2020-11-27,0.06386048552192558,0,0
2020-11-28,0.04951148539669063,0,0
