month,energy_mwh,load_mean,load_peak,load_valley,load_std,load_factor,peak_valley_ratio,residual_mean,residual_abs_mean,residual_std,positive_residual_share,business_load_mean,night_load_mean,business_night_ratio,temperature_mean,apparent_stress_mean,holiday_share,sensor_quality_mean,industrial_yoy,nowcast
2023-11-01,876120.0027772363,1216.833337190606,1455.507008299904,886.0499595942296,146.01256367752345,0.8360202529096171,1.6426918059636952,11.270086883583629,28.132839559151993,33.40665296360651,0.6208333333333333,1332.6920468972646,1052.720609887049,1.265950371238818,22.972373931200583,1.1324330015444186,0.26666666666666666,1.0,4.687307888612167,4.562683855284692
2023-12-01,930722.1247329892,1250.9705977593942,1757.161474287756,928.8515410630388,152.83660815448346,0.7119269435761217,1.8917570748461534,11.13807602415696,28.947752270205985,36.527406823882096,0.6276881720430108,1373.0703290302802,1083.3990815348652,1.2673726168246644,17.009985890225117,0.02074238552919976,0.3225806451612903,0.9986559139784946,5.593750667151985,5.501321372283612
2024-01-01,951813.1340635779,1279.3187285800777,1559.2850376697977,924.6314413489196,153.53404834053993,0.8204521288114822,1.6863854806786576,7.526529672911485,29.69618749507224,36.34301331957117,0.581989247311828,1403.3982044895904,1107.7220927189076,1.2669226457738554,10.462326248406013,1.147572149564854,0.25806451612903225,1.0,5.233695812248512,5.424060819635717
2024-02-01,935824.4810335079,1344.5754037837758,1679.8462477558849,936.7038431539844,167.29404742114815,0.8004157556562101,1.793358978969979,13.673525674679329,45.72237187019855,55.58522682046018,0.5747126436781609,1472.7458442622685,1167.80533058008,1.2611227279898753,5.7081332502478235,4.386919838926426,0.3103448275862069,1.0,5.836340098236304,5.666400434525979
2024-03-01,1030782.9722545894,1385.4609842131579,1740.3197365258432,1042.2649265751545,164.49764502891273,0.796095657099723,1.6697479615326518,5.707883120644757,43.205559421763624,53.57679551385567,0.5336021505376344,1515.3643604894341,1212.0341369398807,1.2502654127509936,3.750459314281893,6.250372906071607,0.3225806451612903,0.9986559139784946,6.061961485354834,6.141012274726638
2024-04-01,967015.7528276781,1343.0774344828862,1639.11491368692,987.166642587547,159.6699901710222,0.8193918701293822,1.660423724803439,-3.8708238060244513,36.05250919709221,44.43994860919489,0.4666666666666667,1469.3813127494934,1170.5407524901354,1.2553012867118238,4.74349998780578,5.281343556174247,0.26666666666666666,1.0,5.780993435898712,5.753609440625445
2024-05-01,984182.0379651007,1322.8253198455654,1622.6109311618206,982.0994315970102,152.75536346601965,0.8152449206652373,1.6521859996632549,2.43842933260345,26.07333396527107,33.000536531505624,0.5483870967741935,1445.359206467558,1154.3680212299298,1.2520783492664578,8.94707349618088,1.9475385980533677,0.25806451612903225,1.0,6.07890264356415,5.961645448900036
2024-06-01,915348.056208708,1271.3167447343167,1628.5513163437122,857.4582108112143,155.27650878229437,0.7806427295079477,1.8992777674879233,-1.0210267733700966,37.393766191485774,48.61698741545914,0.5333333333333333,1391.5844097819552,1104.6116608934162,1.2597951470623021,15.789802633347952,0.05150282996688105,0.4,1.0,5.248187274682849,5.300603237224277
2024-07-01,978278.469846291,1314.8904164600685,1597.591584285305,969.4085527925764,156.50195431570887,0.8230454074708304,1.6480064877528893,8.87188138673641,24.614815611360946,30.142052710125512,0.6021505376344086,1442.2806776478712,1137.9994210550983,1.2673826110655293,21.403656743825234,0.5836497130868035,0.25806451612903225,1.0,5.573012284884213,5.952763225757627
2024-08-01,995959.2513266829,1338.6549076971544,1941.3985134329869,962.0460172440444,161.28229747428446,0.6895312314471709,2.0179892423384027,8.017510315036974,36.954059817941776,46.85340208774553,0.5241935483870968,1464.3521355506941,1157.3593737675972,1.2652527544523455,26.27466995587843,3.4861217755323457,0.2903225806451613,0.9986559139784946,5.818516529415143,5.951336464025872
2024-09-01,977432.2595533342,1357.5448049351864,1755.2691964162857,977.8486803118094,162.66912449907858,0.7734111711792534,1.7950315133181731,3.9057038765570478,44.76086152876979,54.773002144666805,0.49722222222222223,1482.3700210316315,1177.6267695063202,1.2587774492024026,28.33202720006495,5.616746938943813,0.3,0.9986111111111111,5.628987330493255,5.522259631545379
2024-10-01,968800.356864694,1302.1510172912554,1573.0456153311138,961.5378033012512,156.62316019609685,0.8277897376912129,1.6359685598739546,-3.190392839014638,48.78445067825389,68.88186926726837,0.5282258064516129,1412.1624681515366,1140.054253374162,1.2386800575253585,27.055303104425704,4.231235654357921,0.3548387096774194,1.0,5.181481605916308,5.305462204068018
2024-11-01,968140.8537384195,1344.6400746366937,1628.3580427498916,990.1065075257596,159.3686356056423,0.8257643830996352,1.644629169056872,7.186659375532064,26.31825751330166,32.70349539920561,0.5819444444444445,1474.1612667840648,1165.5121821830737,1.2648184114411167,22.932468390376005,1.1112424747700236,0.3,1.0,6.434433958011392,6.16938665681193
2024-12-01,995371.0339223021,1337.86429290632,1616.1657049764929,1011.09224469227,156.16689920230658,0.8278014369360593,1.5984354676445762,2.9390405342590276,22.799050032236636,28.49021392262744,0.5416666666666666,1465.2610894581562,1161.6794134137622,1.2613299956416337,16.89207166865687,0.03116902855182948,0.2903225806451613,1.0,6.032697392281091,6.342264086499626
