date,period,metric_name,raw_value,raw_unit,value,unit,source_file,log_observed,trend_log,seasonal_log,resid_log,trend_level,seasonal_factor,expected_value,residual_value,residual_pct,residual_pct_points,robust_z,stl_weight,anomaly_level,statistical_outlier,endpoint_warning,stl_period,stl_seasonal,stl_robust,holiday_days,spring_festival_days,makeup_workdays,holiday_names,holiday_event_ids,spring_festival_window
2021-11-01,2021-11,全社会用电量,4372489.0,万千瓦时,437.2489,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.080502598172276,6.148830480870804,-0.06731011508966929,-0.0010177676088582999,468.16953325742173,0.9349052281579088,437.6941443066115,-0.4452443066115279,-0.0010172498590697021,-0.10172498590697021,-0.11597412050699224,0.9972438678922179,normal,False,True,12,13,True,0,0,0,[],[],False
2021-12-01,2021-12,全社会用电量,4764931.0,万千瓦时,476.4931,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.166453242401794,6.152660828393517,0.015220185944284129,-0.0014277719360071828,469.96622404771523,1.0153366028534925,477.1739093804905,-0.6808093804904729,-0.0014267531545770762,-0.14267531545770762,-0.17445107706957408,0.9944642422565286,normal,False,True,12,13,True,0,0,0,[],[],False
2022-01-01,2022-01,全社会用电量,4313380.0,万千瓦时,431.338,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.0668920054995885,6.156608195681191,-0.08950011531980392,-0.00021607486179853197,471.8250196076261,0.9143881596772352,431.4312113686928,-0.0932113686927778,-0.00021605151930725874,-0.021605151930725874,-0.0016325176454998645,0.9998798591300578,normal,False,False,12,13,True,4,1,2,"[""元旦"",""春节""]","[""holiday:2022:元旦"",""holiday:2022:春节"",""makeup_workday:2022:2022-01-29"",""makeup_workday:2022:2022-01-30""]",True
2022-02-01,2022-02,全社会用电量,3757401.0,万千瓦时,375.7401,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,5.928897680980598,6.161080331944183,-0.23197802230791859,-0.00020462865566628352,473.9398106798709,0.7929635506239243,375.8169950587408,-0.07689505874083125,-0.0002046077206508956,-0.02046077206508956,0.0,0.9998928007333803,normal,False,False,12,13,True,6,6,0,"[""春节""]","[""holiday:2022:春节""]",True
2022-03-01,2022-03,全社会用电量,4748464.0,万千瓦时,474.8464,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.162991383318746,6.166172567300109,-0.007614984383473741,0.0044338004021113875,476.3593790176581,0.9924139361537325,472.7456863546619,2.1007136453380895,0.004443644238272482,0.44436442382724817,0.6615569557922929,0.9476923460643397,normal,False,False,12,13,True,0,0,0,[],[],True
2022-04-01,2022-04,全社会用电量,4305708.0,万千瓦时,430.5708,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.065111770276047,6.17157385948754,-0.06248963071744579,-0.043972458494047295,478.9392963815099,0.9394228039034632,449.92649670626986,-19.35569670626984,-0.04301968621089236,-4.301968621089236,-6.2423962744375965,0.0,normal,True,False,12,13,True,4,0,2,"[""劳动节"",""清明节""]","[""holiday:2022:劳动节"",""holiday:2022:清明节"",""makeup_workday:2022:2022-04-02"",""makeup_workday:2022:2022-04-24""]",False
2022-05-01,2022-05,全社会用电量,4384435.0,万千瓦时,438.4435,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.08323095516394,6.176911831994827,-0.02713900207059244,-0.06654187476029438,481.50269677187754,0.9732259516993312,468.6109203116049,-30.16742031160493,-0.06437626398365826,-6.4376263983658255,-9.461364190756465,0.0,medium,True,False,12,13,True,4,0,1,"[""劳动节""]","[""holiday:2022:劳动节"",""makeup_workday:2022:2022-05-07""]",False
2022-06-01,2022-06,全社会用电量,4852202.0,万千瓦时,485.2202,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.184602808519864,6.182158827619653,0.012457169218712474,-0.010013188318501065,484.0357790394555,1.012535082943202,490.1032076771924,-4.883007677192438,-0.009963223257270837,-0.9963223257270837,-1.3989479607048207,0.7463553893070864,normal,False,False,12,13,True,3,0,0,"[""端午节""]","[""holiday:2022:端午节""]",False
2022-07-01,2022-07,全社会用电量,6249475.0,万千瓦时,624.9475,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.437667646208204,6.187347839265235,0.2168239290491137,0.033495877893854775,486.5539741552861,1.2421253806861847,604.3610403720108,20.586459627989143,0.03406318119929974,3.406318119929974,4.806542095146562,0.0,normal,True,False,12,13,True,0,0,0,[],[],False
2022-08-01,2022-08,全社会用电量,6275656.0,万千瓦时,627.5656,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.441848207374492,6.192310381957856,0.22164206921952373,0.027895756197112043,488.9745200880326,1.2481245557069962,610.3011056369173,17.26449436308269,0.02828848613188284,2.828848613188284,4.007823517021211,0.0,normal,True,False,12,13,True,0,0,0,[],[],False
2022-09-01,2022-09,全社会用电量,4833107.0,万千瓦时,483.3107,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.180659718063858,6.197075361590263,0.10625071562647605,-0.12266635915288226,491.31003363526935,1.11210066257138,546.3862139337504,-63.07551393375036,-0.11544126173981084,-11.544126173981084,-17.466131015402418,0.0,high,True,False,12,13,True,3,0,0,"[""中秋节""]","[""holiday:2022:中秋节""]",False
2022-10-01,2022-10,全社会用电量,4642150.0,万千瓦时,464.215,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.140347806976168,6.201861026604917,-0.069909039550848,0.008395819922099257,493.66691399630923,0.9324786347239319,460.3338499716552,3.8811500283447913,0.008431163662163454,0.8431163662163454,1.2266408537636933,0.8177197778774887,normal,False,False,12,13,True,7,0,2,"[""国庆节""]","[""holiday:2022:国庆节"",""makeup_workday:2022:2022-10-08"",""makeup_workday:2022:2022-10-09""]",False
2022-11-01,2022-11,全社会用电量,4494513.0,万千瓦时,449.4513,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.108027505439299,6.206865037352557,-0.07004109280794502,-0.02879643910531282,496.14341960237095,0.9323555060129958,462.58204903838663,-13.130749038386625,-0.028385773001098458,-2.8385773001098458,-4.077913199931723,0.0,normal,True,False,12,13,True,0,0,0,[],[],False
2022-12-01,2022-12,全社会用电量,5136992.0,万千瓦时,513.6992,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.241637880142829,6.2121247274561195,0.030997197366046194,-0.0014840446793371598,498.7598550243217,1.0314826130142778,514.4621185271097,-0.7629185271097185,-0.0014829440295700547,-0.14829440295700547,-0.18247698935749357,0.9938995130329854,normal,False,False,12,13,True,1,0,0,"[""元旦""]","[""holiday:2023:元旦""]",False
2023-01-01,2023-01,全社会用电量,3411477.0,万千瓦时,341.1477,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,5.832315521336317,6.217483755512631,-0.11582349629543533,-0.2693447378808784,501.43989787923454,0.8906324093447594,446.5986243897726,-105.45092438977264,-0.2361201280766585,-23.61201280766585,-38.38616676525031,0.0,high,True,False,12,13,True,9,7,2,"[""元旦"",""春节""]","[""holiday:2023:元旦"",""holiday:2023:春节"",""makeup_workday:2023:2023-01-28"",""makeup_workday:2023:2023-01-29""]",True
2023-02-01,2023-02,全社会用电量,4422964.0,万千瓦时,442.2964,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.09198024556917,6.222801685394534,-0.23036609207774864,0.09954465225238529,504.1136231367057,0.7942427832825069,400.38860713072575,41.90779286927426,0.10466779554392147,10.466779554392147,14.226762940213517,0.0,high,True,False,12,13,True,0,0,0,[],[],True
2023-03-01,2023-03,全社会用电量,5064951.0,万千瓦时,506.4951,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.227514649406997,6.228227610614858,-0.005471640041856577,0.004758678833995944,506.85634011806525,0.9945433021153933,504.0905781991434,2.404521800856571,0.004770019327571484,0.4770019327571484,0.7078928129807813,0.9395539498600021,normal,False,False,12,13,True,0,0,0,[],[],False
2023-04-01,2023-04,全社会用电量,4674495.0,万千瓦时,467.4495,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.147291321503637,6.233931245176157,-0.07326614452894147,-0.013373779143578624,509.75552353900736,0.9293534547710274,473.7430568895905,-6.293556889590491,-0.013284747497750105,-1.3284747497750105,-1.8782529599208686,0.5757047677868186,normal,False,False,12,13,True,3,0,1,"[""劳动节"",""清明节""]","[""holiday:2023:劳动节"",""holiday:2023:清明节"",""makeup_workday:2023:2023-04-23""]",False
2023-05-01,2023-05,全社会用电量,4882146.0,万千瓦时,488.2146,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.190755063288012,6.239905161509408,-0.04194389385656209,-0.007206204364833546,512.8098745221026,0.9589235805671726,491.7454810269372,-3.530881026937209,-0.007180301930916566,-0.7180301930916566,-0.9986012622396727,0.8644961490421943,normal,False,False,12,13,True,3,0,1,"[""劳动节""]","[""holiday:2023:劳动节"",""makeup_workday:2023:2023-05-06""]",False
2023-06-01,2023-06,全社会用电量,5325154.0,万千瓦时,532.5154,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.277611817353193,6.246088045636068,-0.010351208063537325,0.04187497978066279,515.9903406501356,0.9897021813169938,510.67676567993806,21.838634320061942,0.04276410400419328,4.276410400419328,6.001613328846966,0.0,normal,True,False,12,13,True,3,0,1,"[""端午节""]","[""holiday:2023:端午节"",""makeup_workday:2023:2023-06-25""]",False
2023-07-01,2023-07,全社会用电量,6554505.0,万千瓦时,655.4505,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.485322785478221,6.252465575554682,0.23408871503842493,-0.0012315051148856782,519.291600236934,1.2637566014502737,656.2581878771018,-0.8076878771017846,-0.0012307471236504552,-0.12307471236504552,-0.14645847891040725,0.9958840690246505,normal,False,False,12,13,True,0,0,0,[],[],False
2023-08-01,2023-08,全社会用电量,6357354.0,万千瓦时,635.7354,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.454782439036563,6.259007002733305,0.2487956817493341,-0.05302024544607509,522.6996430035637,1.2824799722343763,670.3518236461285,-34.61642364612851,-0.051639187699744626,-5.163918769974463,-7.532838861374243,0.0,medium,True,False,12,13,True,0,0,0,[],[],False
2023-09-01,2023-09,全社会用电量,5577140.0,万千瓦时,557.714,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.323846286182457,6.265578034211139,0.11437651586432088,-0.056108263893003496,526.1456282506074,1.1211741852903765,589.9008960979681,-32.18689609796809,-0.05456322631627708,-5.4563226316277085,-7.973268165721346,0.0,medium,True,False,12,13,True,2,0,0,"[""中秋节+国庆节""]","[""holiday:2023:中秋节+国庆节""]",False
2023-10-01,2023-10,全社会用电量,4967970.0,万千瓦时,496.797,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.2081814919536935,6.272178022188655,-0.06438605258337131,0.00038952234841005406,529.6296677338269,0.9376429501669881,496.60352414990706,0.19347585009296608,0.0003895982220911698,0.03895982220911698,0.08474091651322965,0.9996184486433911,normal,False,False,12,13,True,6,0,2,"[""中秋节+国庆节""]","[""holiday:2023:中秋节+国庆节"",""makeup_workday:2023:2023-10-07"",""makeup_workday:2023:2023-10-08""]",False
2023-11-01,2023-11,全社会用电量,4970234.0,万千瓦时,497.0234,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.208637107483253,6.2788054026133135,-0.07290237459071419,0.0027340794606534047,533.1513820060972,0.9296915871173235,495.666354511043,1.3570454889569987,0.00273782046452542,0.273782046452542,0.4191338858863586,0.9800634745031185,normal,False,False,12,13,True,0,0,0,[],[],False
2023-12-01,2023-12,全社会用电量,5711593.0,万千瓦时,571.1593,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.347668154985323,6.285500039652548,0.04645276754363451,0.015715347789140743,536.7326111348466,1.047548599606503,562.2534951574502,8.905804842549855,0.01583948329223972,1.583948329223972,2.2705901118508307,0.44624899075712166,normal,False,False,12,13,True,0,0,0,[],[],False
2024-01-01,2024-01,全社会用电量,5516544.1834,万千瓦时,551.65441834,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.312921796491743,6.292164731857117,-0.14215726567752948,0.16291433031215607,540.3217156375181,0.8674848201698299,468.72088632366615,82.93353201633386,0.17693585764186692,17.693585764186693,23.26487709148293,0.0,high,True,False,12,13,True,1,0,0,"[""元旦""]","[""holiday:2024:元旦""]",True
2024-02-01,2024-02,全社会用电量,3547761.3499,万千瓦时,354.77613499,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,5.871486984898064,6.298484812985964,-0.2287635664229346,-0.1982342616649655,543.7474066357288,0.7955165981067299,432.5600871562116,-77.78395216621158,-0.17982230556126477,-17.982230556126478,-28.24401958905122,0.0,high,True,False,12,13,True,8,8,2,"[""春节""]","[""holiday:2024:春节"",""makeup_workday:2024:2024-02-04"",""makeup_workday:2024:2024-02-18""]",True
2024-03-01,2024-03,全社会用电量,5404191.6744,万千瓦时,540.41916744,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.292345074442971,6.304373503062161,-0.003429331761483015,-0.00859909685770699,546.9588128008826,0.9965765416807698,545.0863221029232,-4.667154662923167,-0.008562230372828772,-0.8562230372828772,-1.1972628577611497,0.8083448979272427,normal,False,False,12,13,True,0,0,0,[],[],True
2024-04-01,2024-04,全社会用电量,5086829.5435,万千瓦时,508.68295435,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.231824943010966,6.309923551199601,-0.0838243818898708,0.005725773701235504,550.0029001428426,0.9195927390539648,505.778673429981,2.904280920019005,0.0057421972743993965,0.5742197274399397,0.8458249292994655,0.9123165474678998,normal,False,True,12,13,True,3,0,2,"[""劳动节"",""清明节""]","[""holiday:2024:清明节"",""makeup_workday:2024:2024-04-07"",""makeup_workday:2024:2024-04-28""]",False
2024-05-01,2024-05,全社会用电量,5248684.8018,万千瓦时,524.86848018,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.263147717264907,6.3151837268173665,-0.05656048672674543,0.004524477174285835,552.9036344854322,0.945009322245739,522.4990888922841,2.369391287715871,0.00453472807529498,0.45347280752949803,0.6744897501960817,0.945216049382716,normal,False,True,12,13,True,5,0,1,"[""劳动节""]","[""holiday:2024:劳动节"",""makeup_workday:2024:2024-05-11""]",False
2024-06-01,2024-06,全社会用电量,5389814.3837,万千瓦时,538.98143837,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.289681133154614,6.3200509169585235,-0.03281817713590145,0.0024483933319920936,555.6012812586001,0.9677144962152282,537.6634139897017,1.3180243802983114,0.0024513930946463702,0.24513930946463702,0.37838783949111343,0.9837768590919415,normal,False,True,12,13,True,1,0,0,"[""端午节""]","[""holiday:2024:端午节""]",False
2024-07-01,2024-07,全社会用电量,7186396.0,万千瓦时,718.6396,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.577359980313872,6.324933682648594,0.251381340208812,0.0010449574564663777,558.3207860814456,1.285800318214147,717.8890444090953,0.7505555909046961,0.0010455036147298813,0.10455036147298813,0.1782224917198322,0.9970156143378273,normal,False,True,12,13,True,0,0,0,[],[],False
2024-08-01,2024-08,全社会用电量,7395127.0,万千瓦时,739.5127,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.605991455769445,6.329825213022565,0.27593462572981325,0.00023161701706619908,561.058519559388,1.31776171350102,739.3414361089245,0.17126389107545492,0.00023164384235885294,0.023164384235885294,0.06221963419846601,0.9998521443414187,normal,False,True,12,13,True,0,0,0,[],[],False
2024-09-01,2024-09,全社会用电量,6374285.0,万千瓦时,637.4285,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.457442113879785,6.3347080914090315,0.12248544466581507,0.00024857780493814374,563.8047994970494,1.1303026680212156,637.2700691146817,0.15843088531823923,0.0002486087029607287,0.024860870296072868,0.06463867026706516,0.9998306582290937,normal,False,True,12,13,True,3,0,2,"[""中秋节"",""国庆节""]","[""holiday:2024:中秋节"",""makeup_workday:2024:2024-09-14"",""makeup_workday:2024:2024-09-29""]",False
2024-10-01,2024-10,全社会用电量,5328752.0,万千瓦时,532.8752,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.278287250407847,6.339572919263006,-0.05923339702976271,-0.0020522718253959127,566.5542952790917,0.9424867698718299,533.969927714602,-1.0947277146020724,-0.0020501673554679245,-0.20501673554679245,-0.2635205099681713,0.98872301839416,normal,False,True,12,13,True,7,0,1,"[""国庆节""]","[""holiday:2024:国庆节"",""makeup_workday:2024:2024-10-12""]",False
2024-11-01,2024-11,全社会用电量,5269564.0,万千瓦时,526.9564,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.267117812671027,6.344416711022548,-0.07586731334750416,-0.0014315850040169664,569.3052233887585,0.9269391908583166,527.7113231193889,-0.7549231193888772,-0.001430560775020684,-0.1430560775020684,-0.17499491672592316,0.9945419676886731,normal,False,True,12,13,True,0,0,0,[],[],False
2024-12-01,2024-12,全社会用电量,6060565.0,万千瓦时,606.0565,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.406973216046698,6.349241188316481,0.06175900941800538,-0.004026981687788478,572.0584596349295,1.0637059707164591,608.5019991125351,-2.445499112535117,-0.004018884270062806,-0.4018884270062806,-0.54516393468476,0.9555097907685445,normal,False,True,12,13,True,0,0,0,[],[],False
2025-01-01,2025-01,全社会用电量,4858246.0,万千瓦时,485.8246,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.18584765340869,6.354050962876852,-0.16851599886697183,0.0003126893988092405,574.8165594631822,0.844917745584188,485.6727115460914,0.15188845390855477,0.00031273829123534824,0.031273829123534824,0.07378260032270245,0.9997368328790728,normal,False,True,12,13,True,5,4,1,"[""元旦"",""春节""]","[""holiday:2025:元旦"",""holiday:2025:春节"",""makeup_workday:2025:2025-01-26""]",True
2025-02-01,2025-02,全社会用电量,4603528.0,万千瓦时,460.3528,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.1319931520440205,6.358853039774401,-0.22718826292208139,0.0003283751917004807,577.5835110236485,0.796770765776715,460.20165637831616,0.15114362168384332,0.0003284291127356731,0.03284291127356731,0.07601978995416121,0.9997108457569348,normal,False,True,12,13,True,4,4,1,"[""春节""]","[""holiday:2025:春节"",""makeup_workday:2025:2025-02-08""]",True
2025-03-01,2025-03,全社会用电量,5809780.0,万千瓦时,580.978,亿千瓦时,浙江全社会用电量信息（月度）.xlsx,6.364712890386277,6.363653929106811,-0.0016054365186097053,0.0026643977980747025,580.3630924328938,0.9983958515052256,579.4321038517452,1.5458961482547693,0.0026679504604223414,0.26679504604223414,0.40919552356672484,0.9806283468005843,normal,False,True,12,13,True,0,0,0,[],[],True
