observation_id,period,region,indicator_id,value,unit,yoy_pct,scope,source_url,quality_flag
obs_0018,2024-02,江苏省,ind_hdd18,396.1,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0019,2024-02,江苏省,ind_workdays,18,天,,month,国务院办公厅节假日通知,official-calendar
obs_0020,2024-02,江苏省,ind_holiday_days,8,天,,month,国务院办公厅节假日通知,official-calendar
obs_0021,2024-03,江苏省,ind_consumption,674.94,亿千瓦时,8.05,month,https://jsb.nea.gov.cn/dtyw/jgdt/202404/t20240415_260710.html,official-published;peak-load-scope-varies
obs_0022,2024-03,江苏省,ind_generation,548.37,亿千瓦时,10.5,month,https://jsb.nea.gov.cn/dtyw/jgdt/202404/t20240415_260710.html,official-published;peak-load-scope-varies
obs_0023,2024-03,江苏省,ind_capacity,18405.18,万千瓦,,month-end,https://jsb.nea.gov.cn/dtyw/jgdt/202404/t20240415_260710.html,official-published;peak-load-scope-varies
obs_0024,2024-03,江苏省,ind_peak_load,12589.6,万千瓦,20.88,official-reported-scope-varies,https://jsb.nea.gov.cn/dtyw/jgdt/202404/t20240415_260710.html,official-published;peak-load-scope-varies
obs_0025,2024-03,江苏省,ind_mean_temp,11.21,℃,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0026,2024-03,江苏省,ind_hot_days,0,天,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0027,2024-03,江苏省,ind_cdd18,4.0,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0028,2024-03,江苏省,ind_hdd18,214.6,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0029,2024-03,江苏省,ind_workdays,21,天,,month,国务院办公厅节假日通知,official-calendar
obs_0030,2024-03,江苏省,ind_holiday_days,0,天,,month,国务院办公厅节假日通知,official-calendar
obs_0031,2024-04,江苏省,ind_consumption,620.2,亿千瓦时,7.12,month,https://jsb.nea.gov.cn/dtyw/jgdt/202405/t20240517_263109.html,official-published;peak-load-scope-varies
obs_0032,2024-04,江苏省,ind_generation,510.57,亿千瓦时,6.18,month,https://jsb.nea.gov.cn/dtyw/jgdt/202405/t20240517_263109.html,official-published;peak-load-scope-varies
obs_0033,2024-04,江苏省,ind_capacity,18562.09,万千瓦,,month-end,https://jsb.nea.gov.cn/dtyw/jgdt/202405/t20240517_263109.html,official-published;peak-load-scope-varies
obs_0034,2024-04,江苏省,ind_peak_load,12589.6,万千瓦,20.88,official-reported-scope-varies,https://jsb.nea.gov.cn/dtyw/jgdt/202405/t20240517_263109.html,official-published;peak-load-scope-varies
obs_0035,2024-04,江苏省,ind_mean_temp,17.19,℃,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0036,2024-04,江苏省,ind_hot_days,0,天,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0037,2024-04,江苏省,ind_cdd18,15.3,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0038,2024-04,江苏省,ind_hdd18,39.6,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0039,2024-04,江苏省,ind_workdays,22,天,,month,国务院办公厅节假日通知,official-calendar
obs_0040,2024-04,江苏省,ind_holiday_days,3,天,,month,国务院办公厅节假日通知,official-calendar
obs_0041,2024-05,江苏省,ind_consumption,650.6,亿千瓦时,6.52,month,https://jsb.nea.gov.cn/dtyw/jgdt/202406/t20240617_264655.html,official-published;peak-load-scope-varies
obs_0042,2024-05,江苏省,ind_generation,551.07,亿千瓦时,5.82,month,https://jsb.nea.gov.cn/dtyw/jgdt/202406/t20240617_264655.html,official-published;peak-load-scope-varies
obs_0043,2024-05,江苏省,ind_capacity,18734.71,万千瓦,,month-end,https://jsb.nea.gov.cn/dtyw/jgdt/202406/t20240617_264655.html,official-published;peak-load-scope-varies
obs_0044,2024-05,江苏省,ind_peak_load,12589.6,万千瓦,20.88,official-reported-scope-varies,https://jsb.nea.gov.cn/dtyw/jgdt/202406/t20240617_264655.html,official-published;peak-load-scope-varies
obs_0045,2024-05,江苏省,ind_mean_temp,20.87,℃,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0046,2024-05,江苏省,ind_hot_days,0,天,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0047,2024-05,江苏省,ind_cdd18,94.8,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0048,2024-05,江苏省,ind_hdd18,5.7,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0049,2024-05,江苏省,ind_workdays,21,天,,month,国务院办公厅节假日通知,official-calendar
obs_0050,2024-05,江苏省,ind_holiday_days,5,天,,month,国务院办公厅节假日通知,official-calendar
obs_0051,2024-06,江苏省,ind_consumption,688.04,亿千瓦时,5.84,month,https://jsb.nea.gov.cn/dtyw/jgdt/202407/t20240715_266191.html,official-published;peak-load-scope-varies
obs_0052,2024-06,江苏省,ind_generation,528.26,亿千瓦时,-1.26,month,https://jsb.nea.gov.cn/dtyw/jgdt/202407/t20240715_266191.html,official-published;peak-load-scope-varies
obs_0053,2024-06,江苏省,ind_capacity,18980.36,万千瓦,,month-end,https://jsb.nea.gov.cn/dtyw/jgdt/202407/t20240715_266191.html,official-published;peak-load-scope-varies
obs_0054,2024-06,江苏省,ind_peak_load,12589.6,万千瓦,11.62,official-reported-scope-varies,https://jsb.nea.gov.cn/dtyw/jgdt/202407/t20240715_266191.html,official-published;peak-load-scope-varies
obs_0055,2024-06,江苏省,ind_mean_temp,25.16,℃,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0056,2024-06,江苏省,ind_hot_days,0,天,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0057,2024-06,江苏省,ind_cdd18,214.7,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0058,2024-06,江苏省,ind_hdd18,0,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0059,2024-06,江苏省,ind_workdays,19,天,,month,国务院办公厅节假日通知,official-calendar
obs_0060,2024-06,江苏省,ind_holiday_days,1,天,,month,国务院办公厅节假日通知,official-calendar
obs_0061,2024-07,江苏省,ind_consumption,859.57,亿千瓦时,9.78,month,https://jsb.nea.gov.cn/ztzl/xzxk/zzdt/202408/t20240827_268451.html,official-published;peak-load-scope-varies
obs_0062,2024-07,江苏省,ind_generation,645.06,亿千瓦时,4.05,month,https://jsb.nea.gov.cn/ztzl/xzxk/zzdt/202408/t20240827_268451.html,official-published;peak-load-scope-varies
obs_0063,2024-07,江苏省,ind_capacity,19180.74,万千瓦,,month-end,https://jsb.nea.gov.cn/ztzl/xzxk/zzdt/202408/t20240827_268451.html,official-published;peak-load-scope-varies
obs_0064,2024-07,江苏省,ind_peak_load,14310.0,万千瓦,,official-reported-scope-varies,https://jsb.nea.gov.cn/ztzl/xzxk/zzdt/202408/t20240827_268451.html,official-published;peak-load-scope-varies
obs_0065,2024-07,江苏省,ind_mean_temp,29.19,℃,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0066,2024-07,江苏省,ind_hot_days,8,天,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0067,2024-07,江苏省,ind_cdd18,346.8,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0068,2024-07,江苏省,ind_hdd18,0,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0069,2024-07,江苏省,ind_workdays,23,天,,month,国务院办公厅节假日通知,official-calendar
obs_0070,2024-07,江苏省,ind_holiday_days,0,天,,month,国务院办公厅节假日通知,official-calendar
obs_0071,2024-08,江苏省,ind_consumption,910.68,亿千瓦时,13.83,month,https://jsb.nea.gov.cn/dtyw/jgdt/202409/t20240914_269559.html,official-published;peak-load-scope-varies
obs_0072,2024-08,江苏省,ind_generation,681.64,亿千瓦时,11.75,month,https://jsb.nea.gov.cn/dtyw/jgdt/202409/t20240914_269559.html,official-published;peak-load-scope-varies
obs_0073,2024-08,江苏省,ind_capacity,19336.27,万千瓦,,month-end,https://jsb.nea.gov.cn/dtyw/jgdt/202409/t20240914_269559.html,official-published;peak-load-scope-varies
obs_0074,2024-08,江苏省,ind_peak_load,14706.0,万千瓦,,official-reported-scope-varies,https://jsb.nea.gov.cn/dtyw/jgdt/202409/t20240914_269559.html,official-published;peak-load-scope-varies
obs_0075,2024-08,江苏省,ind_mean_temp,30.07,℃,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0076,2024-08,江苏省,ind_hot_days,10,天,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0077,2024-08,江苏省,ind_cdd18,374.3,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0078,2024-08,江苏省,ind_hdd18,0,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0079,2024-08,江苏省,ind_workdays,22,天,,month,国务院办公厅节假日通知,official-calendar
obs_0080,2024-08,江苏省,ind_holiday_days,0,天,,month,国务院办公厅节假日通知,official-calendar
obs_0081,2024-09,江苏省,ind_consumption,765.29,亿千瓦时,13.74,month,https://jsb.nea.gov.cn/dtyw/jgdt/202410/t20241015_270827.html,official-published;peak-load-scope-varies
obs_0082,2024-09,江苏省,ind_generation,598.97,亿千瓦时,17.42,month,https://jsb.nea.gov.cn/dtyw/jgdt/202410/t20241015_270827.html,official-published;peak-load-scope-varies
obs_0083,2024-09,江苏省,ind_capacity,19547.52,万千瓦,,month-end,https://jsb.nea.gov.cn/dtyw/jgdt/202410/t20241015_270827.html,official-published;peak-load-scope-varies
obs_0084,2024-09,江苏省,ind_peak_load,13582.7,万千瓦,10.47,official-reported-scope-varies,https://jsb.nea.gov.cn/dtyw/jgdt/202410/t20241015_270827.html,official-published;peak-load-scope-varies
obs_0085,2024-09,江苏省,ind_mean_temp,26.37,℃,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0086,2024-09,江苏省,ind_hot_days,1,天,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0087,2024-09,江苏省,ind_cdd18,251.0,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0088,2024-09,江苏省,ind_hdd18,0,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0089,2024-09,江苏省,ind_workdays,21,天,,month,国务院办公厅节假日通知,official-calendar
obs_0090,2024-09,江苏省,ind_holiday_days,3,天,,month,国务院办公厅节假日通知,official-calendar
obs_0091,2024-10,江苏省,ind_consumption,637.14,亿千瓦时,3.46,month,https://jsb.nea.gov.cn/dtyw/jgdt/202411/t20241114_272302.html,official-published;peak-load-scope-varies
obs_0092,2024-10,江苏省,ind_generation,506.69,亿千瓦时,3.53,month,https://jsb.nea.gov.cn/dtyw/jgdt/202411/t20241114_272302.html,official-published;peak-load-scope-varies
obs_0093,2024-10,江苏省,ind_capacity,19701.33,万千瓦,,month-end,https://jsb.nea.gov.cn/dtyw/jgdt/202411/t20241114_272302.html,official-published;peak-load-scope-varies
obs_0094,2024-10,江苏省,ind_peak_load,13582.7,万千瓦,10.47,official-reported-scope-varies,https://jsb.nea.gov.cn/dtyw/jgdt/202411/t20241114_272302.html,official-published;peak-load-scope-varies
obs_0095,2024-10,江苏省,ind_mean_temp,17.51,℃,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0096,2024-10,江苏省,ind_hot_days,0,天,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0097,2024-10,江苏省,ind_cdd18,25.8,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0098,2024-10,江苏省,ind_hdd18,40.9,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0099,2024-10,江苏省,ind_workdays,19,天,,month,国务院办公厅节假日通知,official-calendar
obs_0100,2024-10,江苏省,ind_holiday_days,7,天,,month,国务院办公厅节假日通知,official-calendar
obs_0101,2024-11,江苏省,ind_consumption,643.74,亿千瓦时,2.33,month,https://jsb.nea.gov.cn/dtyw/jgdt/202412/t20241217_274060.html,official-published;peak-load-scope-varies
obs_0102,2024-11,江苏省,ind_generation,516.47,亿千瓦时,-0.12,month,https://jsb.nea.gov.cn/dtyw/jgdt/202412/t20241217_274060.html,official-published;peak-load-scope-varies
obs_0103,2024-11,江苏省,ind_capacity,19956.59,万千瓦,,month-end,https://jsb.nea.gov.cn/dtyw/jgdt/202412/t20241217_274060.html,official-published;peak-load-scope-varies
obs_0104,2024-11,江苏省,ind_peak_load,13582.7,万千瓦,10.47,official-reported-scope-varies,https://jsb.nea.gov.cn/dtyw/jgdt/202412/t20241217_274060.html,official-published;peak-load-scope-varies
obs_0105,2024-11,江苏省,ind_mean_temp,13.11,℃,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0106,2024-11,江苏省,ind_hot_days,0,天,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0107,2024-11,江苏省,ind_cdd18,3.2,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0108,2024-11,江苏省,ind_hdd18,149.9,度日,,Nanjing-point-proxy,https://archive-api.open-meteo.com/v1/archive?latitude=32.06&longitude=118.78&start_date=2024-01-01&end_date=2025-12-31&daily=temperature_2m_mean%2Ctemperature_2m_max%2Ctemperature_2m_min%2Cprecipitation_sum%2Cwind_speed_10m_max&timezone=Asia%2FShanghai,reanalysis-point-proxy
obs_0109,2024-11,江苏省,ind_workdays,21,天,,month,国务院办公厅节假日通知,official-calendar
obs_0110,2024-11,江苏省,ind_holiday_days,0,天,,month,国务院办公厅节假日通知,official-calendar
