id,label,name,category,indicator_id,region_id,period_id,value,unit,yoy_pct,frequency,source_id,quality_flag,notes
obs-gdp-primary-2000-Q2,Observation,2000-Q2第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2000-Q2,256.15,亿元,4.9,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2000-Q2,Observation,2000-Q2第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2000-Q2,1400.14,亿元,11.9,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2000-Q2,Observation,2000-Q2第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2000-Q2,952.7,亿元,10.3,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2000-Q3,Observation,2000-Q3第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2000-Q3,386.18,亿元,5.2,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2000-Q3,Observation,2000-Q3第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2000-Q3,2193.39,亿元,11.8,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2000-Q3,Observation,2000-Q3第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2000-Q3,1480.43,亿元,11.1,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2000-Q4,Observation,2000-Q4第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2000-Q4,650,亿元,4.5,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2000-Q4,Observation,2000-Q4第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2000-Q4,3200,亿元,11.8,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2000-Q4,Observation,2000-Q4第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2000-Q4,2180,亿元,11.5,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2001-Q1,Observation,2001-Q1第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2001-Q1,110,亿元,2,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2001-Q1,Observation,2001-Q1第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2001-Q1,747,亿元,11.8,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2001-Q1,Observation,2001-Q1第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2001-Q1,555,亿元,10.7,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2001-Q2,Observation,2001-Q2第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2001-Q2,274,亿元,4,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2001-Q2,Observation,2001-Q2第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2001-Q2,1642,亿元,11.6,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2001-Q2,Observation,2001-Q2第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2001-Q2,1220,亿元,10.7,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2001-Q3,Observation,2001-Q3第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2001-Q3,424,亿元,4,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2001-Q3,Observation,2001-Q3第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2001-Q3,2503,亿元,11.1,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2001-Q3,Observation,2001-Q3第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2001-Q3,1825,亿元,10.9,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2001-Q4,Observation,2001-Q4第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2001-Q4,690,亿元,4.1,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2001-Q4,Observation,2001-Q4第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2001-Q4,3440,亿元,11,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2001-Q4,Observation,2001-Q4第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2001-Q4,2570,亿元,11.9,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2002-Q1,Observation,2002-Q1第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2002-Q1,105,亿元,4.2,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2002-Q1,Observation,2002-Q1第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2002-Q1,870,亿元,11.2,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2002-Q1,Observation,2002-Q1第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2002-Q1,715,亿元,12.8,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2002-Q2,Observation,2002-Q2第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2002-Q2,270,亿元,2.6,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2002-Q2,Observation,2002-Q2第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2002-Q2,1815,亿元,13,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2002-Q2,Observation,2002-Q2第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2002-Q2,1435,亿元,12.9,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2002-Q3,Observation,2002-Q3第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2002-Q3,410,亿元,3.1,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2002-Q3,Observation,2002-Q3第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2002-Q3,2814,亿元,13.3,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2002-Q3,Observation,2002-Q3第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2002-Q3,2182,亿元,12.6,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2002-Q4,Observation,2002-Q4第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2002-Q4,680,亿元,3.3,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2002-Q4,Observation,2002-Q4第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2002-Q4,3925,亿元,13.3,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2002-Q4,Observation,2002-Q4第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2002-Q4,3065,亿元,13.4,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2003-Q1,Observation,2003-Q1第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2003-Q1,120,亿元,2.4,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2003-Q1,Observation,2003-Q1第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2003-Q1,1000,亿元,14.8,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2003-Q1,Observation,2003-Q1第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2003-Q1,830,亿元,13.4,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2003-Q2,Observation,2003-Q2第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2003-Q2,288,亿元,1.6,quarter,source-primary-xlsx,provided,季度累计值
obs-gdp-secondary-2003-Q2,Observation,2003-Q2第二产业增加值,EconomicObservation,indicator-gdp-secondary,region-zhejiang,period-2003-Q2,2147,亿元,14.5,quarter,source-secondary-xlsx,provided,季度累计值
obs-gdp-tertiary-2003-Q2,Observation,2003-Q2第三产业增加值,EconomicObservation,indicator-gdp-tertiary,region-zhejiang,period-2003-Q2,1685,亿元,12.6,quarter,source-tertiary-xlsx,provided,季度累计值
obs-gdp-primary-2003-Q3,Observation,2003-Q3第一产业增加值,EconomicObservation,indicator-gdp-primary,region-zhejiang,period-2003-Q3,428,亿元,2,quarter,source-primary-xlsx,provided,季度累计值
